uid,nightuid,namedLocation,domainID,siteID,plotID,trapCoordinate,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,trapStatus,trapType,collectDate,endDate,tagID,individualCode,taxonID,scientificName,taxonRank,identificationQualifier,identificationReferences,nativeStatusCode,sex,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,larvalTicksAttached,nymphalTicksAttached,adultTicksAttached,tickNumber,additionalParasites,frozenSamplePrepMethod,bloodSampleID,bloodSampleBarcode,bloodSampleMethod,fecalSampleID,fecalSampleBarcode,fecalSampleCondition,earSampleID,earSampleBarcode,hairSampleID,hairSampleBarcode,hairSampleContents,voucherSampleID,voucherSampleBarcode,remarks,publicationDate,release
0eecbe7f-f956-496d-92e0-1892fd24f0bf,274006C420BE441380EE67ABE7B7B15B,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,F3,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1041,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,F,N,NA,NA,adult,NA,enlarged,not,plugged,20,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,SCBI.20150416.R1041.B,NA,mandibular,SCBI.20150416.R1041.F,NA,fresh,SCBI.20150416.R1041.E,NA,SCBI.20150416.R1041.H,NA,hairAndWhisker,NA,NA,NA,20240112T151528Z,RELEASE-2024
a291c673-f556-48fe-bf5a-958339adaa10,228989E2C9434FE0A6040B9BC4556B87,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,H9,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1079,NA,MUMU,Mus musculus,species,NA,NEON.DOC.001908,I,M,Y,NA,NA,adult,nonscrotal,NA,not,NA,18,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
f1e92371-b32b-4595-b3ea-c58b420f77b2,228989E2C9434FE0A6040B9BC4556B87,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F8,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1172,NA,MUMU,Mus musculus,species,NA,NEON.DOC.001908,I,M,N,NA,NA,adult,scrotal,NA,not,NA,17,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
ae863527-18ed-4033-98ce-981eeb2ab818,228989E2C9434FE0A6040B9BC4556B87,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,A10,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.953035,NA,MIPE,Microtus pennsylvanicus,species,NA,NEON.DOC.001908,N,M,Y,NA,NA,adult,scrotal,NA,not,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
ed455ca1-1921-48f2-b661-43a982903184,228989E2C9434FE0A6040B9BC4556B87,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,E8,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1174,NA,MIPE,Microtus pennsylvanicus,species,NA,NEON.DOC.001908,N,M,N,NA,NA,adult,scrotal,NA,not,NA,20,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,SCBI.20150416.R1174.F,NA,fresh,NA,NA,NA,NA,NA,NA,NA,tick on vole,20240112T151528Z,RELEASE-2024
772bcf9b-d17a-43a5-a38f-4d9d229acdea,228989E2C9434FE0A6040B9BC4556B87,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,I3,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1038,NA,MIPE,Microtus pennsylvanicus,species,NA,NEON.DOC.001908,N,M,Y,NA,NA,adult,nonscrotal,NA,not,NA,20,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
224b50a2-0524-414f-a867-28aead79fa2e,228989E2C9434FE0A6040B9BC4556B87,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,D7,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1173,NA,MIPE,Microtus pennsylvanicus,species,NA,NEON.DOC.001908,N,M,N,NA,NA,adult,nonscrotal,NA,not,NA,20,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,SCBI.20150416.R1173.F,NA,fresh,SCBI.20150416.R1173.E,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
74df7827-4c4a-4204-9b43-feaeb40cee64,228989E2C9434FE0A6040B9BC4556B87,SCBI_035.mammalGrid.mam,D02,SCBI,SCBI_035,F5,distributed,pastureHay,38.882192,-78.169985,WGS84,45.1,324,0.1,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1171,NA,MIPE,Microtus pennsylvanicus,species,NA,NEON.DOC.001908,N,M,N,NA,NA,adult,nonscrotal,NA,not,NA,21,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,SCBI.20150416.R1171.F,NA,fresh,SCBI.20150416.R1171.E,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
76477220-3e9d-4f67-aa51-ef897eceb3fe,E311AC65F0764288BF51B48B4678A6BA,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,F6,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1057,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,F,Y,NA,NA,subadult,NA,nonenlarged,not,neither,18,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCBI.20150416.R1057.F,NA,fresh,NA,NA,SCBI.20150416.R1057.H,NA,whiskerOnly,NA,NA,whiskers weren't collected when caught previously,20240112T151528Z,RELEASE-2024
28ee3900-c641-49b7-9d41-08284d456f8a,E311AC65F0764288BF51B48B4678A6BA,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,C5,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1070,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,M,N,NA,NA,adult,scrotal,NA,not,NA,20,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,NA,NA,NA,SCBI.20150416.R1070.E,NA,SCBI.20150416.R1070.H,NA,hairAndWhisker,NA,NA,NA,20240112T151528Z,RELEASE-2024
f8e0700e-c600-47bd-8b78-c151f1426da8,E311AC65F0764288BF51B48B4678A6BA,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,A6,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.L1006,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,M,Y,NA,NA,adult,scrotal,NA,not,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recap from 2014. Needed to rehab asap, did not process, was released after recovery",20240112T151528Z,RELEASE-2024
358c24c4-599b-44ce-a491-6e719d46f187,E311AC65F0764288BF51B48B4678A6BA,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,E1,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1090,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,M,N,NA,NA,adult,scrotal,NA,not,NA,19,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,SCBI.20150416.R1090.B,NA,mandibular,SCBI.20150416.R1090.F,NA,fresh,SCBI.20150416.R1090.E,NA,SCBI.20150416.R1090.H,NA,hairAndWhisker,NA,NA,NA,20240112T151528Z,RELEASE-2024
7f529e79-9763-4c1a-9264-ce588898f7ab,E311AC65F0764288BF51B48B4678A6BA,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,E4,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1096,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,F,Y,NA,NA,adult,NA,enlarged,pregnant,plugged,20,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
01cd47a2-28c0-45c9-964f-6b46a8e6679f,E311AC65F0764288BF51B48B4678A6BA,SCBI_008.mammalGrid.mam,D02,SCBI,SCBI_008,J10,distributed,deciduousForest,38.886446,-78.146422,WGS84,45.2,361.8,0.2,5 - capture,ShermanLF,2015-04-16T00:00:00Z,2015-04-16T00:00:00Z,NEON.MAM.D02.R1028,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,M,N,NA,NA,adult,nonscrotal,NA,not,NA,20,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,SCBI.20150416.R1028.B,NA,mandibular,SCBI.20150416.R1028.F,NA,fresh,SCBI.20150416.R1028.E,NA,SCBI.20150416.R1028.H,NA,hairAndWhisker,NA,NA,NA,20240112T151528Z,RELEASE-2024
a0c26a88-e867-4843-ab70-0aa796882d04,F989D45960D1411C89CC254FDBED9BA1,SCBI_003.mammalGrid.mam,D02,SCBI,SCBI_003,D2,distributed,deciduousForest,38.884303,-78.12146,WGS84,45.2,556.3,0.4,5 - capture,ShermanLF,2015-04-17T00:00:00Z,2015-04-17T00:00:00Z,NEON.MAM.D02.R1084,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,F,N,NA,NA,adult,NA,enlarged,not,neither,21,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCBI.20150417.R1084.F,NA,NA,SCBI.20150417.R1084.E,NA,SCBI.20150417.R1084.H,NA,hairAndWhisker,NA,NA,non-bleeding grid,20240112T151528Z,RELEASE-2024
ecd0bc5e-ae23-4734-9c5a-7404fc7a365f,08F85015F361430594BC91910130E4B1,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,F1,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2015-04-17T00:00:00Z,2015-04-17T00:00:00Z,NEON.MAM.D02.R1112,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,M,Y,NA,NA,adult,nonscrotal,NA,not,NA,19,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,SCBI.20150417.R1112.F,NA,fresh,NA,NA,SCBI.20150417.R1112.H,NA,hairAndWhisker,NA,NA,NA,20240112T151528Z,RELEASE-2024
f3d7966e-9709-4e6b-8244-98a5da492017,08F85015F361430594BC91910130E4B1,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,B1,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2015-04-17T00:00:00Z,2015-04-17T00:00:00Z,NEON.MAM.D02.L1083,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,M,N,NA,L,adult,scrotal,NA,not,NA,19,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,SCBI.20150417.L1083.F,NA,fresh,SCBI.20150417.L1083.E,NA,SCBI.20150417.L1083.H,NA,hairAndWhisker,NA,NA,"old missing part of right ear, likely from ear tag",20240112T151528Z,RELEASE-2024
9a52e732-bfd1-4a50-b96c-933abe8dba1c,08F85015F361430594BC91910130E4B1,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,J4,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2015-04-17T00:00:00Z,2015-04-17T00:00:00Z,NEON.MAM.D02.R1092,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,F,N,NA,NA,adult,NA,enlarged,not,neither,20,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,SCBI.20150417.R1092.F,NA,fresh,SCBI.20150417.R1092.E,NA,SCBI.20150417.R1092.H,NA,hairAndWhisker,NA,NA,NA,20240112T151528Z,RELEASE-2024
b4fe6847-0768-4610-aa42-328a4eaa792a,08F85015F361430594BC91910130E4B1,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I3,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2015-04-17T00:00:00Z,2015-04-17T00:00:00Z,NEON.MAM.D02.R1085,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,M,N,NA,NA,adult,scrotal,NA,not,NA,20,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,unsuccessful,SCBI.20150417.R1085.F,NA,fresh,SCBI.20150417.R1085.E,NA,SCBI.20150417.R1085.H,NA,hairAndWhisker,NA,NA,NA,20240112T151528Z,RELEASE-2024
3063ced1-39d6-4042-b97c-09111e14785b,08F85015F361430594BC91910130E4B1,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,F5,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2015-04-17T00:00:00Z,2015-04-17T00:00:00Z,NEON.MAM.D02.R1041,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,F,Y,NA,NA,adult,NA,enlarged,not,neither,19,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
b2571249-a67d-47db-9a97-569a682f85ec,96810D696FAD46BDAC92673963BD635F,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,E2,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2015-04-18T00:00:00Z,2015-04-18T00:00:00Z,NEON.MAM.D02.R1041,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,F,Y,NA,NA,adult,NA,enlarged,not,plugged,19,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
c8ec590b-cba5-42a9-9e87-5b4a2d5bbec5,96810D696FAD46BDAC92673963BD635F,SCBI_002.mammalGrid.mam,D02,SCBI,SCBI_002,I3,distributed,deciduousForest,38.896699,-78.142137,WGS84,45.2,353.3,0.3,5 - capture,ShermanLF,2015-04-18T00:00:00Z,2015-04-18T00:00:00Z,NEON.MAM.D02.R1085,NA,PELE,Peromyscus leucopus,species,NA,NEON.DOC.001908,N,M,Y,NA,NA,adult,scrotal,NA,not,NA,20,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCBI.20150418.R1085.F,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,20240112T151528Z,RELEASE-2024
